date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2024-10-26,16.14,47.94,18.88,5.92,401.42,70.83,30.08,69.79,16.16,59.0,44.0,59.0,10.0,26.0,5.0,15.78,24.65,59.0
2024-10-27,26.98,77.11,27.0,9.45,794.58,70.71,30.12,67.33,10.75,82.0,62.0,82.0,10.0,27.0,6.0,16.14,15.78,59.0
2024-10-28,30.79,77.3,20.55,6.65,572.08,68.12,29.22,77.12,12.97,90.0,62.0,90.0,10.0,28.0,0.0,26.98,16.14,82.0
2024-10-29,41.37,119.19,17.68,5.97,579.08,71.58,28.68,81.42,12.97,115.0,83.0,115.0,10.0,29.0,1.0,30.79,26.98,90.0
2024-10-30,38.78,141.03,21.24,6.69,494.54,68.12,28.25,82.83,14.35,109.0,94.0,109.0,10.0,30.0,2.0,41.37,30.79,115.0
2024-10-31,37.89,101.11,26.2,10.06,517.25,73.42,28.24,78.62,11.1,107.0,74.0,107.0,10.0,31.0,3.0,38.78,41.37,109.0
2024-11-01,29.74,68.59,25.35,7.98,463.58,63.88,28.65,72.46,13.38,88.0,58.0,88.0,11.0,1.0,4.0,37.89,38.78,107.0
2024-11-02,24.25,51.8,21.28,6.25,541.33,63.5,28.16,79.67,14.53,77.0,48.0,77.0,11.0,2.0,5.0,29.74,37.89,88.0
2024-11-03,27.41,59.11,29.42,9.41,749.58,59.54,27.46,82.83,8.88,83.0,53.0,83.0,11.0,3.0,6.0,24.25,29.74,77.0
2024-11-04,25.8,49.81,31.04,11.04,729.58,68.54,27.29,74.92,10.05,80.0,46.0,80.0,11.0,4.0,0.0,27.41,24.25,83.0
2024-11-05,28.03,48.73,29.35,9.35,583.17,73.08,27.3,71.83,9.62,85.0,45.0,85.0,11.0,5.0,1.0,25.8,27.41,80.0
2024-11-06,25.71,42.56,28.77,8.92,626.62,73.83,27.55,71.79,11.01,80.0,39.0,80.0,11.0,6.0,2.0,28.03,25.8,85.0
2024-11-07,27.21,48.04,22.58,6.79,553.29,72.71,27.68,80.25,14.21,83.0,44.0,83.0,11.0,7.0,3.0,25.71,28.03,80.0
2024-11-08,19.48,39.57,20.42,7.23,776.29,68.46,28.08,77.38,12.11,67.0,37.0,67.0,11.0,8.0,4.0,27.21,25.71,83.0
2024-11-09,21.49,43.24,24.68,7.55,642.75,65.21,27.3,77.96,11.0,71.0,40.0,71.0,11.0,9.0,5.0,19.48,27.21,67.0
2024-11-10,20.77,40.72,25.05,6.65,570.83,57.33,27.21,77.21,12.1,69.0,38.0,69.0,11.0,10.0,6.0,21.49,19.48,71.0
2024-11-11,23.42,48.28,26.15,7.11,806.0,55.29,27.03,77.62,10.54,75.0,45.0,75.0,11.0,11.0,0.0,20.77,21.49,69.0
2024-11-12,29.34,59.96,34.71,12.38,938.46,49.04,27.28,76.33,8.3,87.0,53.0,87.0,11.0,12.0,1.0,23.42,20.77,75.0
2024-11-13,41.45,56.68,42.64,25.89,803.42,56.12,27.14,67.92,5.68,116.0,52.0,116.0,11.0,13.0,2.0,29.34,23.42,87.0
2024-11-14,37.97,45.6,38.22,22.67,754.08,65.71,26.85,61.12,6.83,107.0,42.0,107.0,11.0,14.0,3.0,41.45,29.34,116.0
2024-11-15,39.93,43.39,28.99,20.87,692.0,91.79,26.84,53.29,7.56,112.0,40.0,112.0,11.0,15.0,4.0,37.97,41.45,107.0
2024-11-16,33.59,38.57,28.98,20.38,807.12,83.96,26.76,65.17,6.83,96.0,36.0,96.0,11.0,16.0,5.0,39.93,37.97,112.0
2024-11-17,30.45,40.09,31.65,19.99,917.88,69.75,26.64,68.71,6.78,90.0,37.0,90.0,11.0,17.0,6.0,33.59,39.93,96.0
2024-11-18,42.11,51.04,42.92,22.35,972.21,62.54,27.2,54.88,7.4,117.0,47.0,117.0,11.0,18.0,0.0,30.45,33.59,90.0
2024-11-19,41.96,48.14,40.46,21.23,929.67,63.83,26.9,53.46,7.55,117.0,45.0,117.0,11.0,19.0,1.0,42.11,30.45,117.0
2024-11-20,28.5,32.91,28.09,18.03,851.54,72.21,26.31,56.88,7.12,85.0,30.0,85.0,11.0,20.0,2.0,41.96,42.11,117.0
2024-11-21,32.66,36.02,35.83,21.12,1046.75,59.58,25.77,66.46,6.47,94.0,33.0,94.0,11.0,21.0,3.0,28.5,41.96,85.0
2024-11-22,23.37,26.33,27.12,18.64,973.46,75.46,26.12,65.83,7.4,75.0,24.0,75.0,11.0,22.0,4.0,32.66,28.5,94.0
2024-11-23,21.37,25.05,26.5,16.5,962.96,67.92,26.38,64.83,7.94,70.0,23.0,70.0,11.0,23.0,5.0,23.37,32.66,75.0
2024-11-24,28.87,33.81,34.47,23.55,1013.96,72.0,26.22,67.21,6.22,86.0,31.0,86.0,11.0,24.0,6.0,21.37,23.37,70.0
2024-11-25,40.73,46.52,53.53,28.45,959.29,65.88,25.83,52.96,6.79,114.0,43.0,114.0,11.0,25.0,0.0,28.87,21.37,86.0
2024-11-26,42.0,48.62,48.99,28.45,1009.17,60.25,25.56,58.29,6.14,117.0,45.0,117.0,11.0,26.0,1.0,40.73,28.87,114.0
2024-11-27,28.47,38.04,40.65,20.2,1102.5,53.88,26.07,71.08,6.18,85.0,35.0,85.0,11.0,27.0,2.0,42.0,40.73,117.0
2024-11-28,36.22,43.25,44.0,29.3,1461.46,52.33,25.89,75.12,5.25,103.0,40.0,103.0,11.0,28.0,3.0,28.47,42.0,85.0
2024-11-29,25.77,32.2,33.41,23.41,869.88,63.25,25.51,73.33,6.04,80.0,30.0,80.0,11.0,29.0,4.0,36.22,28.47,103.0
2024-11-30,37.38,40.74,37.75,18.63,829.12,65.29,25.9,56.0,7.85,106.0,38.0,106.0,11.0,30.0,5.0,25.77,36.22,80.0
2024-12-01,50.24,52.7,36.87,23.21,1113.79,78.75,24.82,42.33,7.15,137.0,49.0,137.0,12.0,1.0,6.0,37.38,25.77,106.0
2024-12-02,42.18,44.83,36.61,17.58,938.79,74.25,25.08,39.33,6.92,117.0,42.0,117.0,12.0,2.0,0.0,50.24,37.38,137.0
2024-12-03,43.75,47.62,15.91,16.0,613.42,94.96,25.34,43.54,11.22,121.0,44.0,121.0,12.0,3.0,1.0,42.18,50.24,117.0
2024-12-04,47.73,53.9,15.44,19.0,701.71,96.25,25.45,42.25,12.81,131.0,50.0,131.0,12.0,4.0,2.0,43.75,42.18,121.0
2024-12-05,50.05,58.88,28.92,22.59,1093.71,72.33,24.06,49.62,6.92,137.0,53.0,137.0,12.0,5.0,3.0,47.73,43.75,131.0
2024-12-06,36.66,57.38,38.44,28.7,1179.29,62.42,23.45,56.92,6.29,104.0,52.0,104.0,12.0,6.0,4.0,50.05,47.73,137.0
2024-12-07,32.1,35.28,47.35,29.96,828.83,56.92,22.63,32.58,6.98,93.0,33.0,93.0,12.0,7.0,5.0,36.66,50.05,104.0
2024-12-08,29.2,38.98,37.92,18.57,460.83,54.33,22.29,13.83,11.01,87.0,36.0,87.0,12.0,8.0,6.0,32.1,36.66,93.0
2024-12-09,25.87,37.15,35.66,14.39,1039.25,52.75,20.4,22.38,7.74,80.0,34.0,80.0,12.0,9.0,0.0,29.2,32.1,87.0
2024-12-10,29.69,32.47,28.3,16.57,1030.79,65.75,20.42,26.54,6.95,88.0,30.0,88.0,12.0,10.0,1.0,25.87,29.2,80.0
2024-12-11,39.95,44.94,43.22,26.23,1033.58,60.79,20.17,31.0,5.95,112.0,42.0,112.0,12.0,11.0,2.0,29.69,25.87,88.0
2024-12-12,28.62,32.88,33.6,15.08,643.67,61.04,19.6,29.67,8.03,86.0,30.0,86.0,12.0,12.0,3.0,39.95,29.69,112.0
2024-12-13,17.53,20.66,14.12,13.44,535.88,81.33,19.15,25.96,13.45,62.0,19.0,62.0,12.0,13.0,4.0,28.62,39.95,86.0
2024-12-14,27.73,28.92,15.84,18.29,695.0,93.62,19.87,26.08,11.92,84.0,27.0,84.0,12.0,14.0,5.0,17.53,28.62,62.0
2024-12-15,25.42,26.13,29.01,20.88,883.75,79.71,19.38,28.5,7.78,79.0,24.0,79.0,12.0,15.0,6.0,27.73,17.53,84.0
2024-12-16,28.8,29.16,38.32,23.95,1062.33,65.0,20.29,31.17,6.5,86.0,27.0,86.0,12.0,16.0,0.0,25.42,27.73,79.0
2024-12-17,38.09,57.08,28.64,20.41,904.08,69.54,20.1,35.58,6.02,107.0,52.0,107.0,12.0,17.0,1.0,28.8,25.42,86.0
2024-12-18,36.88,41.65,21.42,18.97,729.75,86.25,20.82,27.71,8.27,104.0,39.0,104.0,12.0,18.0,2.0,38.09,28.8,107.0
2024-12-19,39.72,43.93,27.12,22.8,928.5,86.88,19.85,33.62,6.87,111.0,41.0,111.0,12.0,19.0,3.0,36.88,38.09,104.0
2024-12-20,29.94,33.6,20.82,19.78,777.67,80.71,19.42,32.12,10.0,89.0,31.0,89.0,12.0,20.0,4.0,39.72,36.88,111.0
2024-12-21,40.21,41.82,18.45,23.57,790.54,104.88,18.68,30.04,10.28,113.0,39.0,113.0,12.0,21.0,5.0,29.94,39.72,89.0
2024-12-22,47.19,53.69,26.88,24.29,1076.88,86.33,18.73,42.79,7.47,130.0,50.0,130.0,12.0,22.0,6.0,40.21,29.94,113.0
2024-12-23,56.77,70.55,40.7,26.8,1171.0,66.92,19.37,55.33,6.4,152.0,59.0,152.0,12.0,23.0,0.0,47.19,40.21,130.0
2024-12-24,68.08,69.42,20.12,21.6,880.29,95.83,19.1,36.88,9.93,157.0,58.0,157.0,12.0,24.0,1.0,56.77,47.19,152.0
2024-12-25,66.79,67.76,14.9,23.21,878.33,113.83,18.68,39.92,11.27,157.0,57.0,157.0,12.0,25.0,2.0,68.08,56.77,157.0
2024-12-26,59.36,60.98,17.26,24.78,838.46,105.75,18.9,37.79,11.03,153.0,54.0,153.0,12.0,26.0,3.0,66.79,68.08,157.0
2024-12-27,42.31,43.78,28.0,22.28,1341.83,84.83,18.86,36.08,6.82,118.0,41.0,118.0,12.0,27.0,4.0,59.36,66.79,153.0
2024-12-28,25.41,27.35,34.44,21.63,976.83,65.25,18.62,31.42,7.07,79.0,25.0,79.0,12.0,28.0,5.0,42.31,59.36,118.0
2024-12-29,28.27,31.46,31.95,17.28,931.54,69.12,18.97,35.12,8.39,85.0,29.0,85.0,12.0,29.0,6.0,25.41,42.31,79.0
2024-12-30,39.72,40.46,28.9,19.3,1220.12,86.08,19.6,32.92,8.2,111.0,37.0,111.0,12.0,30.0,0.0,28.27,25.41,85.0
2024-12-31,39.08,40.03,30.85,18.66,1384.08,73.08,19.81,34.67,6.24,110.0,37.0,110.0,12.0,31.0,1.0,39.72,28.27,111.0
2025-01-01,37.53,40.68,20.75,17.97,972.75,90.92,20.41,35.08,8.12,106.0,38.0,106.0,1.0,1.0,2.0,39.08,39.72,110.0
2025-01-02,51.34,55.4,32.39,23.76,1431.67,89.88,19.83,45.58,7.13,140.0,51.0,140.0,1.0,2.0,3.0,37.53,39.08,106.0
2025-01-03,66.61,72.96,35.8,30.42,1241.04,98.17,19.89,55.08,6.25,157.0,60.0,157.0,1.0,3.0,4.0,51.34,37.53,140.0
2025-01-04,51.68,69.33,36.07,24.81,776.33,65.79,20.59,54.83,9.59,141.0,58.0,141.0,1.0,4.0,5.0,66.61,51.34,157.0
2025-01-05,40.22,55.07,39.32,26.18,908.67,67.33,18.08,46.83,6.61,113.0,51.0,113.0,1.0,5.0,6.0,51.68,66.61,141.0
2025-01-06,31.08,35.26,41.31,21.63,1103.71,53.67,18.48,37.83,6.6,91.0,33.0,91.0,1.0,6.0,0.0,40.22,51.68,113.0
2025-01-07,21.92,22.95,31.35,15.6,958.92,73.96,18.83,24.42,7.67,72.0,21.0,72.0,1.0,7.0,1.0,31.08,40.22,91.0
2025-01-08,27.83,28.09,37.44,30.14,1175.42,75.5,17.75,36.79,6.05,84.0,26.0,84.0,1.0,8.0,2.0,21.92,31.08,72.0
2025-01-09,33.83,34.53,44.03,24.17,1418.38,70.0,18.62,51.5,6.09,97.0,32.0,97.0,1.0,9.0,3.0,27.83,21.92,84.0
2025-01-10,45.69,46.36,53.06,24.42,1071.21,63.62,19.91,38.58,6.96,126.0,43.0,126.0,1.0,10.0,4.0,33.83,27.83,97.0
2025-01-11,45.13,45.47,41.83,28.9,1102.5,74.83,19.98,43.08,6.02,125.0,42.0,125.0,1.0,11.0,5.0,45.69,33.83,126.0
2025-01-12,41.62,41.75,35.41,22.98,1100.96,87.38,19.94,34.62,8.58,116.0,39.0,116.0,1.0,12.0,6.0,45.13,45.69,125.0
2025-01-13,53.12,53.94,13.7,16.43,893.71,104.38,18.73,41.38,12.8,144.0,50.0,144.0,1.0,13.0,0.0,41.62,45.13,116.0
2025-01-14,55.85,57.77,30.59,19.36,951.75,85.88,18.35,52.38,8.04,151.0,52.0,151.0,1.0,14.0,1.0,53.12,41.62,144.0
2025-01-15,55.61,61.24,37.36,21.05,1064.67,74.42,19.42,52.54,7.17,151.0,54.0,151.0,1.0,15.0,2.0,55.85,53.12,151.0
2025-01-16,69.3,78.48,45.83,34.14,1367.67,80.96,18.88,54.17,6.3,158.0,63.0,158.0,1.0,16.0,3.0,55.61,55.85,151.0
2025-01-17,37.28,42.33,22.53,17.28,769.46,90.08,19.38,39.25,11.74,105.0,39.0,105.0,1.0,17.0,4.0,69.3,55.61,158.0
2025-01-18,43.68,45.75,19.83,17.95,782.79,102.0,19.78,35.08,11.44,121.0,42.0,121.0,1.0,18.0,5.0,37.28,69.3,105.0
2025-01-19,46.45,47.63,25.98,19.41,1000.92,97.12,19.83,33.58,7.54,128.0,44.0,128.0,1.0,19.0,6.0,43.68,37.28,121.0
2025-01-20,56.42,57.63,29.4,24.24,1320.12,98.12,20.35,39.29,8.63,151.0,52.0,151.0,1.0,20.0,0.0,46.45,43.68,128.0
2025-01-21,49.12,53.02,27.35,24.33,1226.21,101.83,19.7,50.42,7.34,135.0,49.0,135.0,1.0,21.0,1.0,56.42,46.45,151.0
2025-01-22,30.97,41.13,27.66,17.64,728.88,79.33,20.61,60.08,7.78,91.0,38.0,91.0,1.0,22.0,2.0,49.12,56.42,135.0
2025-01-23,31.82,38.18,30.1,15.1,657.25,70.04,20.6,36.12,8.36,92.0,35.0,92.0,1.0,23.0,3.0,30.97,49.12,91.0
2025-01-24,16.2,19.65,17.01,11.55,640.83,89.79,20.5,25.12,11.3,60.0,18.0,60.0,1.0,24.0,4.0,31.82,30.97,92.0
2025-01-25,22.58,26.01,29.99,17.35,1166.71,79.5,20.4,27.88,8.45,73.0,24.0,73.0,1.0,25.0,5.0,16.2,31.82,60.0
2025-01-26,34.1,39.08,46.46,27.61,967.83,61.0,19.6,40.42,6.92,97.0,36.0,97.0,1.0,26.0,6.0,22.58,16.2,73.0
2025-01-27,38.51,44.62,46.96,28.03,970.58,53.83,19.84,62.92,6.39,108.0,41.0,108.0,1.0,27.0,0.0,34.1,22.58,97.0
2025-01-28,31.02,33.58,42.39,25.52,803.0,53.25,19.84,75.29,6.7,91.0,31.0,91.0,1.0,28.0,1.0,38.51,34.1,108.0
2025-01-29,22.12,40.12,24.34,12.88,543.33,68.88,21.45,80.5,8.68,72.0,37.0,72.0,1.0,29.0,2.0,31.02,38.51,91.0
2025-01-30,33.32,74.84,22.17,14.41,591.08,78.46,21.45,51.58,8.4,96.0,61.0,96.0,1.0,30.0,3.0,22.12,31.02,72.0
2025-01-31,34.17,91.18,18.39,14.92,429.17,75.17,19.4,29.0,11.46,97.0,69.0,97.0,1.0,31.0,4.0,33.32,22.12,96.0
2025-02-01,43.71,102.58,36.0,17.71,666.75,65.5,18.82,43.92,7.41,121.0,75.0,121.0,2.0,1.0,5.0,34.17,33.32,97.0
2025-02-02,24.62,30.96,25.1,13.04,678.04,80.46,20.78,26.75,9.05,77.0,29.0,77.0,2.0,2.0,6.0,43.71,34.17,121.0
2025-02-03,27.35,35.43,15.3,17.9,648.42,105.25,20.66,33.42,9.57,83.0,33.0,83.0,2.0,3.0,0.0,24.62,43.71,77.0
2025-02-04,18.31,34.52,16.38,11.02,481.58,93.38,20.79,49.46,10.1,64.0,32.0,64.0,2.0,4.0,1.0,27.35,24.62,83.0
2025-02-05,22.37,37.58,29.35,16.95,731.83,73.12,20.14,43.54,7.76,73.0,35.0,73.0,2.0,5.0,2.0,18.31,27.35,64.0
2025-02-06,24.44,31.72,34.0,14.68,746.46,64.25,21.11,29.17,9.41,77.0,29.0,77.0,2.0,6.0,3.0,22.37,18.31,73.0
2025-02-07,18.01,25.28,21.12,12.04,563.38,83.58,22.78,18.33,10.5,63.0,23.0,63.0,2.0,7.0,4.0,24.44,22.37,77.0
2025-02-08,29.71,37.54,27.28,18.38,801.96,86.42,21.95,26.96,8.54,88.0,35.0,88.0,2.0,8.0,5.0,18.01,24.44,63.0
2025-02-09,35.72,38.23,35.0,24.08,864.33,80.38,21.12,39.04,7.43,102.0,35.0,102.0,2.0,9.0,6.0,29.71,18.01,88.0
2025-02-10,26.23,28.83,23.86,16.1,551.54,87.08,21.48,71.25,9.19,81.0,27.0,81.0,2.0,10.0,0.0,35.72,29.71,102.0
2025-02-11,29.52,79.68,18.04,12.54,447.92,79.12,23.01,75.96,10.45,88.0,63.0,88.0,2.0,11.0,1.0,26.23,35.72,81.0
2025-02-12,50.8,114.4,34.93,22.66,853.21,70.88,23.26,58.75,7.02,139.0,80.0,139.0,2.0,12.0,2.0,29.52,26.23,88.0
2025-02-13,49.95,86.0,42.07,29.36,989.71,68.67,23.15,47.83,6.55,137.0,66.0,137.0,2.0,13.0,3.0,50.8,29.52,139.0
2025-02-14,27.46,57.6,22.55,12.7,428.83,72.88,23.98,65.25,10.38,83.0,52.0,83.0,2.0,14.0,4.0,49.95,50.8,137.0
2025-02-15,29.41,67.02,16.98,11.01,359.71,81.62,24.74,66.88,12.78,87.0,57.0,87.0,2.0,15.0,5.0,27.46,49.95,83.0
2025-02-16,24.62,57.38,17.28,10.57,424.67,78.71,24.76,67.75,10.47,77.0,52.0,77.0,2.0,16.0,6.0,29.41,27.46,87.0
2025-02-17,27.4,50.85,28.32,17.37,774.46,83.38,25.22,60.38,7.25,83.0,47.0,83.0,2.0,17.0,0.0,24.62,29.41,77.0
2025-02-18,22.31,50.94,24.25,12.5,603.67,67.12,25.35,61.12,8.96,72.0,47.0,72.0,2.0,18.0,1.0,27.4,24.62,83.0
2025-02-19,18.71,49.0,13.42,9.22,343.0,79.33,25.5,61.25,14.21,65.0,45.0,65.0,2.0,19.0,2.0,22.31,27.4,72.0
2025-02-20,35.97,120.54,24.38,16.92,641.42,83.0,25.88,46.79,8.06,102.0,83.0,102.0,2.0,20.0,3.0,18.71,22.31,65.0
2025-02-21,48.15,128.28,35.72,24.17,1043.12,56.75,24.73,46.5,5.64,132.0,87.0,132.0,2.0,21.0,4.0,35.97,18.71,102.0
2025-02-22,36.55,55.11,35.12,26.2,883.46,84.58,23.71,44.12,7.32,104.0,51.0,104.0,2.0,22.0,5.0,48.15,35.97,132.0
2025-02-23,30.3,42.69,31.16,20.82,655.46,77.38,22.97,74.79,7.13,89.0,40.0,89.0,2.0,23.0,6.0,36.55,48.15,104.0
2025-02-24,22.81,47.98,34.07,24.28,627.92,58.12,23.35,79.58,6.75,74.0,44.0,74.0,2.0,24.0,0.0,30.3,36.55,89.0
2025-02-25,34.01,79.83,47.03,33.33,881.58,40.33,24.24,65.83,5.67,97.0,63.0,97.0,2.0,25.0,1.0,22.81,30.3,74.0
2025-02-26,21.83,51.53,37.78,21.52,555.75,41.29,24.16,69.71,6.81,71.0,48.0,71.0,2.0,26.0,2.0,34.01,22.81,97.0
2025-02-27,16.57,28.08,23.66,14.87,365.67,52.96,23.52,80.08,9.62,60.0,26.0,60.0,2.0,27.0,3.0,21.83,34.01,71.0
2025-02-28,28.02,59.41,12.95,10.55,299.54,89.79,24.26,74.42,14.95,84.0,53.0,84.0,2.0,28.0,4.0,16.57,21.83,60.0
2025-03-01,29.23,56.58,17.61,14.02,427.33,97.83,24.01,70.88,10.86,87.0,52.0,87.0,3.0,1.0,5.0,28.02,16.57,84.0
2025-03-02,27.39,43.05,22.08,16.72,608.17,92.25,22.68,69.0,8.52,83.0,40.0,83.0,3.0,2.0,6.0,29.23,28.02,87.0
2025-03-03,27.92,74.98,14.93,11.62,363.62,86.04,24.19,71.62,12.08,84.0,61.0,84.0,3.0,3.0,0.0,27.39,29.23,83.0
2025-03-04,36.36,102.96,25.94,14.06,582.54,79.12,24.22,31.21,7.95,103.0,75.0,103.0,3.0,4.0,1.0,27.92,27.39,84.0
2025-03-05,21.12,36.38,23.49,15.24,600.04,90.5,23.1,23.17,8.38,70.0,34.0,70.0,3.0,5.0,2.0,36.36,27.92,103.0
2025-03-06,20.36,33.47,25.05,17.14,547.46,88.04,24.75,57.12,9.03,68.0,31.0,68.0,3.0,6.0,3.0,21.12,36.36,70.0
2025-03-07,22.67,46.3,25.48,16.23,753.88,88.71,26.1,54.83,7.54,73.0,43.0,73.0,3.0,7.0,4.0,20.36,21.12,68.0
2025-03-08,22.82,69.52,20.35,12.15,524.5,74.25,28.01,41.54,9.82,74.0,58.0,74.0,3.0,8.0,5.0,22.67,20.36,73.0
2025-03-09,27.74,59.28,28.66,18.37,619.29,84.79,28.67,41.75,8.01,84.0,53.0,84.0,3.0,9.0,6.0,22.82,22.67,74.0
2025-03-10,25.43,45.25,34.2,17.78,697.96,60.42,28.5,42.67,8.0,79.0,42.0,79.0,3.0,10.0,0.0,27.74,22.82,84.0
2025-03-11,22.56,32.1,36.83,17.52,680.5,60.62,27.45,48.5,8.1,73.0,30.0,73.0,3.0,11.0,1.0,25.43,27.74,79.0
2025-03-12,18.25,26.89,25.2,13.65,524.04,63.29,26.87,62.38,9.14,64.0,25.0,64.0,3.0,12.0,2.0,22.56,25.43,73.0
2025-03-13,15.59,30.54,16.54,10.52,412.25,81.96,27.8,62.54,11.85,58.0,28.0,58.0,3.0,13.0,3.0,18.25,22.56,64.0
2025-03-14,24.56,66.84,12.87,10.2,344.67,89.33,27.55,60.96,14.43,77.0,57.0,77.0,3.0,14.0,4.0,15.59,18.25,58.0
2025-03-15,28.85,66.59,16.57,14.78,450.96,103.67,27.01,49.25,9.72,86.0,57.0,86.0,3.0,15.0,5.0,24.56,15.59,77.0
2025-03-16,26.4,64.0,20.94,14.99,509.25,99.12,26.79,43.17,9.74,81.0,55.0,81.0,3.0,16.0,6.0,28.85,24.56,86.0
2025-03-17,29.11,58.99,35.01,19.07,574.88,70.96,26.36,43.79,8.96,87.0,53.0,87.0,3.0,17.0,0.0,26.4,28.85,81.0
2025-03-18,16.53,37.2,21.31,13.77,644.08,82.46,25.45,62.42,8.23,60.0,34.0,60.0,3.0,18.0,1.0,29.11,26.4,87.0
2025-03-19,14.37,26.8,17.66,11.6,442.25,81.67,25.68,65.21,11.08,56.0,25.0,56.0,3.0,19.0,2.0,16.53,29.11,60.0
2025-03-20,15.92,28.85,17.7,13.73,445.0,85.79,26.24,69.75,9.96,59.0,27.0,59.0,3.0,20.0,3.0,14.37,16.53,56.0
2025-03-21,18.32,34.79,18.61,13.95,540.0,91.33,26.78,64.5,9.52,64.0,32.0,64.0,3.0,21.0,4.0,15.92,14.37,59.0
2025-03-22,20.88,42.43,19.82,12.96,501.29,90.21,26.75,64.42,9.74,69.0,39.0,69.0,3.0,22.0,5.0,18.32,15.92,64.0
2025-03-23,13.85,18.6,22.55,13.87,468.54,84.79,27.8,52.92,9.94,55.0,17.0,55.0,3.0,23.0,6.0,20.88,18.32,69.0
2025-03-24,9.92,12.15,19.77,12.06,394.71,84.46,27.55,45.83,11.79,41.0,11.0,41.0,3.0,24.0,0.0,13.85,20.88,55.0
2025-03-25,13.98,19.58,17.26,12.97,329.46,82.38,25.65,71.96,11.93,55.0,18.0,55.0,3.0,25.0,1.0,9.92,13.85,41.0
2025-03-26,15.88,28.18,14.95,11.6,349.83,105.04,26.03,70.0,12.93,59.0,26.0,59.0,3.0,26.0,2.0,13.98,9.92,55.0
2025-03-27,27.17,82.36,14.68,11.1,414.96,110.92,27.14,42.21,11.44,83.0,65.0,83.0,3.0,27.0,3.0,15.88,13.98,59.0
2025-03-28,27.45,93.36,22.61,16.41,549.29,108.96,26.18,23.62,9.82,83.0,70.0,83.0,3.0,28.0,4.0,27.17,15.88,83.0
2025-03-29,28.59,55.92,34.62,15.8,776.42,88.79,26.95,22.46,7.65,86.0,51.0,86.0,3.0,29.0,5.0,27.45,27.17,83.0
2025-03-30,21.58,38.6,23.03,18.87,530.71,117.54,26.5,39.88,9.55,71.0,36.0,71.0,3.0,30.0,6.0,28.59,27.45,86.0
2025-03-31,19.0,38.51,22.58,15.95,627.33,93.54,26.05,65.54,8.11,66.0,36.0,66.0,3.0,31.0,0.0,21.58,28.59,71.0
2025-04-01,25.32,62.51,27.43,18.48,588.62,89.67,27.14,62.38,7.99,79.0,55.0,79.0,4.0,1.0,1.0,19.0,21.58,66.0
2025-04-02,25.82,44.03,35.0,21.75,689.0,80.71,27.1,60.54,6.88,80.0,41.0,80.0,4.0,2.0,2.0,25.32,19.0,79.0
2025-04-03,22.55,37.3,29.14,16.51,571.5,83.12,27.34,65.96,8.98,73.0,35.0,73.0,4.0,3.0,3.0,25.82,25.32,80.0
2025-04-04,18.88,29.09,26.4,16.27,646.08,99.38,27.96,61.21,8.71,65.0,27.0,65.0,4.0,4.0,4.0,22.55,25.82,73.0
2025-04-05,11.25,14.71,18.06,11.4,402.29,90.38,28.47,60.67,11.01,47.0,14.0,47.0,4.0,5.0,5.0,18.88,22.55,65.0
2025-04-06,12.25,28.7,13.52,8.98,348.62,96.0,30.26,42.17,15.28,51.0,27.0,51.0,4.0,6.0,6.0,11.25,18.88,47.0
2025-04-07,13.3,21.35,14.65,9.61,390.5,96.0,29.13,54.29,14.06,54.0,20.0,54.0,4.0,7.0,0.0,12.25,11.25,51.0
2025-04-08,22.75,37.69,20.56,13.46,450.58,82.83,28.02,71.5,9.54,73.0,35.0,73.0,4.0,8.0,1.0,13.3,12.25,54.0
2025-04-09,21.05,41.84,21.41,13.76,449.96,74.96,27.67,76.58,9.85,70.0,39.0,70.0,4.0,9.0,2.0,22.75,13.3,73.0
2025-04-10,17.16,35.22,15.82,12.12,308.38,80.38,27.69,77.38,11.89,62.0,33.0,62.0,4.0,10.0,3.0,21.05,22.75,70.0
2025-04-11,22.39,47.68,14.53,11.02,347.21,82.58,28.01,76.96,11.73,73.0,44.0,73.0,4.0,11.0,4.0,17.16,21.05,62.0
2025-04-12,21.64,48.38,15.11,10.75,379.54,87.83,29.44,65.54,10.74,71.0,45.0,71.0,4.0,12.0,5.0,22.39,17.16,73.0
2025-04-13,15.76,32.27,10.58,9.81,294.42,78.58,28.59,72.71,13.68,59.0,30.0,59.0,4.0,13.0,6.0,21.64,22.39,71.0
2025-04-14,15.95,29.43,10.45,9.2,287.17,76.17,28.28,76.29,16.29,59.0,27.0,59.0,4.0,14.0,0.0,15.76,21.64,59.0
2025-04-15,17.75,37.0,10.48,9.95,279.71,76.96,28.7,77.08,14.8,63.0,34.0,63.0,4.0,15.0,1.0,15.95,15.76,59.0
2025-04-16,18.66,41.79,9.91,9.35,281.83,75.21,29.01,71.88,14.55,65.0,39.0,65.0,4.0,16.0,2.0,17.75,15.95,63.0
2025-04-17,14.72,31.42,9.82,8.57,276.54,73.21,29.35,67.29,16.78,57.0,29.0,57.0,4.0,17.0,3.0,18.66,17.75,65.0
2025-04-18,17.25,37.52,9.38,9.67,269.92,92.92,28.78,71.38,14.98,62.0,35.0,62.0,4.0,18.0,4.0,14.72,18.66,57.0
